location_id,scheme_name,month,coverage_percent
12,Diabetes Screening,2025-11,60
12,Diabetes Screening,2025-10,74
12,Diabetes Screening,2025-09,67
12,Diabetes Screening,2025-08,66
13,Child Vaccination,2026-01,49
13,Child Vaccination,2025-12,53
13,Child Vaccination,2025-11,64
13,Child Vaccination,2025-10,64
13,Child Vaccination,2025-09,52
13,Child Vaccination,2025-08,62
13,TB Screening,2026-01,45
13,TB Screening,2025-12,46
13,TB Screening,2025-11,52
13,TB Screening,2025-10,64
13,TB Screening,2025-09,54
13,TB Screening,2025-08,44
13,Diabetes Screening,2026-01,68
13,Diabetes Screening,2025-12,70
13,Diabetes Screening,2025-11,70
13,Diabetes Screening,2025-10,59
13,Diabetes Screening,2025-09,62
13,Diabetes Screening,2025-08,68
14,Child Vaccination,2026-01,65
14,Child Vaccination,2025-12,49
14,Child Vaccination,2025-11,59
14,Child Vaccination,2025-10,53
14,Child Vaccination,2025-09,61
14,Child Vaccination,2025-08,57
14,TB Screening,2026-01,71
14,TB Screening,2025-12,63
14,TB Screening,2025-11,55
14,TB Screening,2025-10,68
14,TB Screening,2025-09,70
14,TB Screening,2025-08,52
14,Diabetes Screening,2026-01,50
14,Diabetes Screening,2025-12,35
14,Diabetes Screening,2025-11,46
14,Diabetes Screening,2025-10,45
14,Diabetes Screening,2025-09,45
14,Diabetes Screening,2025-08,35
15,Child Vaccination,2026-01,47
15,Child Vaccination,2025-12,42
15,Child Vaccination,2025-11,39
15,Child Vaccination,2025-10,42
15,Child Vaccination,2025-09,40
15,Child Vaccination,2025-08,33
15,TB Screening,2026-01,53
15,TB Screening,2025-12,63
15,TB Screening,2025-11,66
15,TB Screening,2025-10,58
15,TB Screening,2025-09,58
15,TB Screening,2025-08,53
15,Diabetes Screening,2026-01,46
15,Diabetes Screening,2025-12,46
15,Diabetes Screening,2025-11,50
15,Diabetes Screening,2025-10,46
15,Diabetes Screening,2025-09,34
15,Diabetes Screening,2025-08,47
16,Child Vaccination,2026-01,54
16,Child Vaccination,2025-12,47
16,Child Vaccination,2025-11,59
16,Child Vaccination,2025-10,64
16,Child Vaccination,2025-09,44
16,Child Vaccination,2025-08,47
16,TB Screening,2026-01,55
16,TB Screening,2025-12,43
16,TB Screening,2025-11,59
16,TB Screening,2025-10,59
16,TB Screening,2025-09,42
16,TB Screening,2025-08,44
16,Diabetes Screening,2026-01,74
16,Diabetes Screening,2025-12,74
16,Diabetes Screening,2025-11,75
16,Diabetes Screening,2025-10,64
16,Diabetes Screening,2025-09,71
16,Diabetes Screening,2025-08,72
17,Child Vaccination,2026-01,56
17,Child Vaccination,2025-12,50
17,Child Vaccination,2025-11,46
17,Child Vaccination,2025-10,47
17,Child Vaccination,2025-09,37
17,Child Vaccination,2025-08,43
17,TB Screening,2026-01,71
17,TB Screening,2025-12,67
17,TB Screening,2025-11,74
17,TB Screening,2025-10,76
17,TB Screening,2025-09,76
17,TB Screening,2025-08,72
17,Diabetes Screening,2026-01,63
17,Diabetes Screening,2025-12,66
17,Diabetes Screening,2025-11,55
17,Diabetes Screening,2025-10,55
17,Diabetes Screening,2025-09,59
17,Diabetes Screening,2025-08,52
18,Child Vaccination,2026-01,51
18,Child Vaccination,2025-12,60
18,Child Vaccination,2025-11,49
18,Child Vaccination,2025-10,57
18,Child Vaccination,2025-09,56
18,Child Vaccination,2025-08,51
18,TB Screening,2026-01,55
18,TB Screening,2025-12,53
18,TB Screening,2025-11,57
18,TB Screening,2025-10,67
18,TB Screening,2025-09,56
18,TB Screening,2025-08,65
18,Diabetes Screening,2026-01,41
18,Diabetes Screening,2025-12,52
18,Diabetes Screening,2025-11,39
18,Diabetes Screening,2025-10,39
18,Diabetes Screening,2025-09,36
18,Diabetes Screening,2025-08,45
19,Child Vaccination,2026-01,50
19,Child Vaccination,2025-12,42
19,Child Vaccination,2025-11,46
19,Child Vaccination,2025-10,39
19,Child Vaccination,2025-09,49
19,Child Vaccination,2025-08,37
19,TB Screening,2026-01,79
19,TB Screening,2025-12,77
19,TB Screening,2025-11,62
19,TB Screening,2025-10,73
19,TB Screening,2025-09,73
19,TB Screening,2025-08,77
19,Diabetes Screening,2026-01,76
19,Diabetes Screening,2025-12,64
19,Diabetes Screening,2025-11,75
19,Diabetes Screening,2025-10,60
19,Diabetes Screening,2025-09,76
19,Diabetes Screening,2025-08,61
20,Child Vaccination,2026-01,60
20,Child Vaccination,2025-12,65
20,Child Vaccination,2025-11,62
20,Child Vaccination,2025-10,63
20,Child Vaccination,2025-09,52
20,Child Vaccination,2025-08,65
20,TB Screening,2026-01,39
20,TB Screening,2025-12,38
20,TB Screening,2025-11,47
20,TB Screening,2025-10,54
20,TB Screening,2025-09,54
20,TB Screening,2025-08,45
20,Diabetes Screening,2026-01,58
20,Diabetes Screening,2025-12,59
20,Diabetes Screening,2025-11,65
20,Diabetes Screening,2025-10,53
20,Diabetes Screening,2025-09,54
20,Diabetes Screening,2025-08,58
21,Child Vaccination,2026-01,70
21,Child Vaccination,2025-12,69
21,Child Vaccination,2025-11,74
21,Child Vaccination,2025-10,64
21,Child Vaccination,2025-09,64
21,Child Vaccination,2025-08,73
21,TB Screening,2026-01,65
21,TB Screening,2025-12,58
21,TB Screening,2025-11,66
21,TB Screening,2025-10,59
21,TB Screening,2025-09,66
21,TB Screening,2025-08,69
21,Diabetes Screening,2026-01,42
21,Diabetes Screening,2025-12,42
21,Diabetes Screening,2025-11,55
21,Diabetes Screening,2025-10,45
21,Diabetes Screening,2025-09,47
21,Diabetes Screening,2025-08,40
22,Child Vaccination,2026-01,72
22,Child Vaccination,2025-12,57
22,Child Vaccination,2025-11,68
22,Child Vaccination,2025-10,69
22,Child Vaccination,2025-09,72
22,Child Vaccination,2025-08,62
22,TB Screening,2026-01,55
22,TB Screening,2025-12,63
22,TB Screening,2025-11,69
22,TB Screening,2025-10,67
22,TB Screening,2025-09,70
22,TB Screening,2025-08,70
22,Diabetes Screening,2026-01,73
22,Diabetes Screening,2025-12,77
22,Diabetes Screening,2025-11,69
22,Diabetes Screening,2025-10,73
22,Diabetes Screening,2025-09,60
22,Diabetes Screening,2025-08,76
23,Child Vaccination,2026-01,33
23,Child Vaccination,2025-12,45
23,Child Vaccination,2025-11,37
23,Child Vaccination,2025-10,34
23,Child Vaccination,2025-09,34
23,Child Vaccination,2025-08,39
23,TB Screening,2026-01,43
23,TB Screening,2025-12,47
23,TB Screening,2025-11,46
23,TB Screening,2025-10,42
23,TB Screening,2025-09,39
23,TB Screening,2025-08,47
23,Diabetes Screening,2026-01,53
23,Diabetes Screening,2025-12,37
23,Diabetes Screening,2025-11,47
23,Diabetes Screening,2025-10,50
23,Diabetes Screening,2025-09,39
23,Diabetes Screening,2025-08,55
24,Child Vaccination,2026-01,74
24,Child Vaccination,2025-12,64
24,Child Vaccination,2025-11,77
24,Child Vaccination,2025-10,74
24,Child Vaccination,2025-09,69
24,Child Vaccination,2025-08,64
24,TB Screening,2026-01,55
24,TB Screening,2025-12,47
24,TB Screening,2025-11,58
24,TB Screening,2025-10,58
24,TB Screening,2025-09,59
24,TB Screening,2025-08,56
24,Diabetes Screening,2026-01,77
24,Diabetes Screening,2025-12,61
24,Diabetes Screening,2025-11,60
24,Diabetes Screening,2025-10,68
24,Diabetes Screening,2025-09,66
24,Diabetes Screening,2025-08,79
25,Child Vaccination,2026-01,71
25,Child Vaccination,2025-12,64
25,Child Vaccination,2025-11,77
25,Child Vaccination,2025-10,77
25,Child Vaccination,2025-09,68
25,Child Vaccination,2025-08,75
25,TB Screening,2026-01,66
25,TB Screening,2025-12,53
25,TB Screening,2025-11,53
25,TB Screening,2025-10,56
25,TB Screening,2025-09,61
25,TB Screening,2025-08,52
25,Diabetes Screening,2026-01,53
25,Diabetes Screening,2025-12,56
25,Diabetes Screening,2025-11,56
25,Diabetes Screening,2025-10,67
25,Diabetes Screening,2025-09,54
25,Diabetes Screening,2025-08,63
26,Child Vaccination,2026-01,44
26,Child Vaccination,2025-12,39
26,Child Vaccination,2025-11,48
26,Child Vaccination,2025-10,39
26,Child Vaccination,2025-09,35
26,Child Vaccination,2025-08,36
26,TB Screening,2026-01,56
26,TB Screening,2025-12,48
26,TB Screening,2025-11,58
26,TB Screening,2025-10,62
26,TB Screening,2025-09,52
26,TB Screening,2025-08,49
26,Diabetes Screening,2026-01,44
26,Diabetes Screening,2025-12,53
26,Diabetes Screening,2025-11,35
26,Diabetes Screening,2025-10,54
26,Diabetes Screening,2025-09,53
26,Diabetes Screening,2025-08,43
27,Child Vaccination,2026-01,63
27,Child Vaccination,2025-12,62
27,Child Vaccination,2025-11,56
27,Child Vaccination,2025-10,47
27,Child Vaccination,2025-09,55
27,Child Vaccination,2025-08,61
27,TB Screening,2026-01,42
27,TB Screening,2025-12,53
27,TB Screening,2025-11,39
27,TB Screening,2025-10,53
27,TB Screening,2025-09,42
27,TB Screening,2025-08,50
27,Diabetes Screening,2026-01,64
27,Diabetes Screening,2025-12,59
27,Diabetes Screening,2025-11,49
27,Diabetes Screening,2025-10,58
27,Diabetes Screening,2025-09,54
27,Diabetes Screening,2025-08,53
28,Child Vaccination,2026-01,61
28,Child Vaccination,2025-12,61
28,Child Vaccination,2025-11,62
28,Child Vaccination,2025-10,60
28,Child Vaccination,2025-09,57
28,Child Vaccination,2025-08,70
28,TB Screening,2026-01,61
28,TB Screening,2025-12,63
28,TB Screening,2025-11,66
28,TB Screening,2025-10,46
28,TB Screening,2025-09,49
28,TB Screening,2025-08,57
28,Diabetes Screening,2026-01,51
28,Diabetes Screening,2025-12,64
28,Diabetes Screening,2025-11,63
28,Diabetes Screening,2025-10,63
28,Diabetes Screening,2025-09,51
28,Diabetes Screening,2025-08,45
29,Child Vaccination,2026-01,61
29,Child Vaccination,2025-12,63
29,Child Vaccination,2025-11,54
29,Child Vaccination,2025-10,63
29,Child Vaccination,2025-09,59
29,Child Vaccination,2025-08,68
29,TB Screening,2026-01,62
29,TB Screening,2025-12,53
29,TB Screening,2025-11,69
29,TB Screening,2025-10,64
29,TB Screening,2025-09,69
29,TB Screening,2025-08,69
29,Diabetes Screening,2026-01,59
29,Diabetes Screening,2025-12,45
29,Diabetes Screening,2025-11,53
29,Diabetes Screening,2025-10,64
29,Diabetes Screening,2025-09,50
29,Diabetes Screening,2025-08,54
30,Child Vaccination,2026-01,48
30,Child Vaccination,2025-12,49
30,Child Vaccination,2025-11,51
30,Child Vaccination,2025-10,63
30,Child Vaccination,2025-09,63
30,Child Vaccination,2025-08,46
30,TB Screening,2026-01,52
30,TB Screening,2025-12,56
30,TB Screening,2025-11,70
30,TB Screening,2025-10,56
30,TB Screening,2025-09,63
30,TB Screening,2025-08,53
30,Diabetes Screening,2026-01,53
30,Diabetes Screening,2025-12,49
30,Diabetes Screening,2025-11,56
30,Diabetes Screening,2025-10,38
30,Diabetes Screening,2025-09,40
30,Diabetes Screening,2025-08,36
31,Child Vaccination,2026-01,54
31,Child Vaccination,2025-12,45
31,Child Vaccination,2025-11,46
31,Child Vaccination,2025-10,46
31,Child Vaccination,2025-09,45
31,Child Vaccination,2025-08,49
31,TB Screening,2026-01,63
31,TB Screening,2025-12,72
31,TB Screening,2025-11,57
31,TB Screening,2025-10,73
31,TB Screening,2025-09,62
31,TB Screening,2025-08,63
31,Diabetes Screening,2026-01,55
31,Diabetes Screening,2025-12,57
31,Diabetes Screening,2025-11,63
31,Diabetes Screening,2025-10,55
31,Diabetes Screening,2025-09,56
31,Diabetes Screening,2025-08,53
32,Child Vaccination,2026-01,42
32,Child Vaccination,2025-12,33
32,Child Vaccination,2025-11,47
32,Child Vaccination,2025-10,30
32,Child Vaccination,2025-09,50
32,Child Vaccination,2025-08,49
32,TB Screening,2026-01,50
32,TB Screening,2025-12,33
32,TB Screening,2025-11,34
32,TB Screening,2025-10,43
32,TB Screening,2025-09,48
32,TB Screening,2025-08,35
32,Diabetes Screening,2026-01,48
32,Diabetes Screening,2025-12,58
32,Diabetes Screening,2025-11,41
32,Diabetes Screening,2025-10,48
32,Diabetes Screening,2025-09,53
32,Diabetes Screening,2025-08,51
33,Child Vaccination,2026-01,42
33,Child Vaccination,2025-12,57
33,Child Vaccination,2025-11,47
33,Child Vaccination,2025-10,59
33,Child Vaccination,2025-09,49
33,Child Vaccination,2025-08,46
33,TB Screening,2026-01,65
33,TB Screening,2025-12,70
33,TB Screening,2025-11,62
33,TB Screening,2025-10,73
33,TB Screening,2025-09,57
33,TB Screening,2025-08,62
33,Diabetes Screening,2026-01,71
33,Diabetes Screening,2025-12,62
33,Diabetes Screening,2025-11,51
33,Diabetes Screening,2025-10,68
33,Diabetes Screening,2025-09,68
33,Diabetes Screening,2025-08,55
34,Child Vaccination,2026-01,34
34,Child Vaccination,2025-12,33
34,Child Vaccination,2025-11,51
34,Child Vaccination,2025-10,52
34,Child Vaccination,2025-09,45
34,Child Vaccination,2025-08,50
34,TB Screening,2026-01,49
34,TB Screening,2025-12,56
34,TB Screening,2025-11,53
34,TB Screening,2025-10,58
34,TB Screening,2025-09,53
34,TB Screening,2025-08,60
34,Diabetes Screening,2026-01,78
34,Diabetes Screening,2025-12,74
34,Diabetes Screening,2025-11,62
34,Diabetes Screening,2025-10,63
34,Diabetes Screening,2025-09,63
34,Diabetes Screening,2025-08,65
35,Child Vaccination,2026-01,57
35,Child Vaccination,2025-12,55
35,Child Vaccination,2025-11,52
35,Child Vaccination,2025-10,54
35,Child Vaccination,2025-09,67
35,Child Vaccination,2025-08,50
35,TB Screening,2026-01,74
35,TB Screening,2025-12,71
35,TB Screening,2025-11,77
35,TB Screening,2025-10,74
35,TB Screening,2025-09,59
35,TB Screening,2025-08,66
35,Diabetes Screening,2026-01,53
35,Diabetes Screening,2025-12,59
35,Diabetes Screening,2025-11,54
35,Diabetes Screening,2025-10,57
35,Diabetes Screening,2025-09,69
35,Diabetes Screening,2025-08,66
36,Child Vaccination,2026-01,70
36,Child Vaccination,2025-12,71
36,Child Vaccination,2025-11,64
36,Child Vaccination,2025-10,80
36,Child Vaccination,2025-09,67
36,Child Vaccination,2025-08,63
36,TB Screening,2026-01,58
36,TB Screening,2025-12,41
36,TB Screening,2025-11,45
36,TB Screening,2025-10,49
36,TB Screening,2025-09,54
36,TB Screening,2025-08,53
36,Diabetes Screening,2026-01,59
36,Diabetes Screening,2025-12,49
36,Diabetes Screening,2025-11,58
36,Diabetes Screening,2025-10,44
36,Diabetes Screening,2025-09,58
36,Diabetes Screening,2025-08,58
37,Child Vaccination,2026-01,51
37,Child Vaccination,2025-12,54
37,Child Vaccination,2025-11,46
37,Child Vaccination,2025-10,41
37,Child Vaccination,2025-09,51
37,Child Vaccination,2025-08,48
37,TB Screening,2026-01,62
37,TB Screening,2025-12,75
37,TB Screening,2025-11,68
37,TB Screening,2025-10,63
37,TB Screening,2025-09,66
37,TB Screening,2025-08,59
37,Diabetes Screening,2026-01,61
37,Diabetes Screening,2025-12,66
37,Diabetes Screening,2025-11,65
37,Diabetes Screening,2025-10,65
37,Diabetes Screening,2025-09,62
37,Diabetes Screening,2025-08,60
38,Child Vaccination,2026-01,62
38,Child Vaccination,2025-12,48
38,Child Vaccination,2025-11,50
38,Child Vaccination,2025-10,65
38,Child Vaccination,2025-09,64
38,Child Vaccination,2025-08,47
38,TB Screening,2026-01,64
38,TB Screening,2025-12,60
38,TB Screening,2025-11,73
38,TB Screening,2025-10,62
38,TB Screening,2025-09,64
38,TB Screening,2025-08,76
38,Diabetes Screening,2026-01,34
38,Diabetes Screening,2025-12,32
38,Diabetes Screening,2025-11,48
38,Diabetes Screening,2025-10,52
38,Diabetes Screening,2025-09,32
38,Diabetes Screening,2025-08,50
39,Child Vaccination,2026-01,60
39,Child Vaccination,2025-12,66
39,Child Vaccination,2025-11,54
39,Child Vaccination,2025-10,49
39,Child Vaccination,2025-09,65
39,Child Vaccination,2025-08,56
39,TB Screening,2026-01,64
39,TB Screening,2025-12,62
39,TB Screening,2025-11,67
39,TB Screening,2025-10,51
39,TB Screening,2025-09,58
39,TB Screening,2025-08,59
39,Diabetes Screening,2026-01,55
39,Diabetes Screening,2025-12,46
39,Diabetes Screening,2025-11,41
39,Diabetes Screening,2025-10,51
39,Diabetes Screening,2025-09,53
39,Diabetes Screening,2025-08,53
40,Child Vaccination,2026-01,44
40,Child Vaccination,2025-12,43
40,Child Vaccination,2025-11,48
40,Child Vaccination,2025-10,32
40,Child Vaccination,2025-09,39
40,Child Vaccination,2025-08,51
40,TB Screening,2026-01,56
40,TB Screening,2025-12,67
40,TB Screening,2025-11,55
40,TB Screening,2025-10,65
40,TB Screening,2025-09,56
40,TB Screening,2025-08,56
40,Diabetes Screening,2026-01,66
40,Diabetes Screening,2025-12,52
40,Diabetes Screening,2025-11,63
40,Diabetes Screening,2025-10,59
40,Diabetes Screening,2025-09,49
40,Diabetes Screening,2025-08,55
41,Child Vaccination,2026-01,69
41,Child Vaccination,2025-12,61
41,Child Vaccination,2025-11,56
41,Child Vaccination,2025-10,62
41,Child Vaccination,2025-09,65
41,Child Vaccination,2025-08,61
41,TB Screening,2026-01,37
41,TB Screening,2025-12,47
41,TB Screening,2025-11,42
41,TB Screening,2025-10,43
41,TB Screening,2025-09,46
41,TB Screening,2025-08,45
41,Diabetes Screening,2026-01,59
41,Diabetes Screening,2025-12,59
41,Diabetes Screening,2025-11,78
41,Diabetes Screening,2025-10,68
41,Diabetes Screening,2025-09,61
41,Diabetes Screening,2025-08,74
42,Child Vaccination,2026-01,58
42,Child Vaccination,2025-12,58
42,Child Vaccination,2025-11,68
42,Child Vaccination,2025-10,67
42,Child Vaccination,2025-09,68
42,Child Vaccination,2025-08,55
42,TB Screening,2026-01,62
42,TB Screening,2025-12,54
42,TB Screening,2025-11,53
42,TB Screening,2025-10,60
42,TB Screening,2025-09,62
42,TB Screening,2025-08,44
42,Diabetes Screening,2026-01,54
42,Diabetes Screening,2025-12,58
42,Diabetes Screening,2025-11,53
42,Diabetes Screening,2025-10,62
42,Diabetes Screening,2025-09,58
42,Diabetes Screening,2025-08,57
43,Child Vaccination,2026-01,67
43,Child Vaccination,2025-12,71
43,Child Vaccination,2025-11,71
43,Child Vaccination,2025-10,75
43,Child Vaccination,2025-09,56
43,Child Vaccination,2025-08,72
43,TB Screening,2026-01,62
43,TB Screening,2025-12,72
43,TB Screening,2025-11,63
43,TB Screening,2025-10,65
43,TB Screening,2025-09,60
43,TB Screening,2025-08,74
43,Diabetes Screening,2026-01,58
43,Diabetes Screening,2025-12,56
43,Diabetes Screening,2025-11,54
43,Diabetes Screening,2025-10,55
43,Diabetes Screening,2025-09,55
43,Diabetes Screening,2025-08,61
44,Child Vaccination,2026-01,52
44,Child Vaccination,2025-12,56
44,Child Vaccination,2025-11,62
44,Child Vaccination,2025-10,59
44,Child Vaccination,2025-09,52
44,Child Vaccination,2025-08,64
44,TB Screening,2026-01,66
44,TB Screening,2025-12,66
44,TB Screening,2025-11,57
44,TB Screening,2025-10,69
44,TB Screening,2025-09,56
44,TB Screening,2025-08,71
44,Diabetes Screening,2026-01,69
44,Diabetes Screening,2025-12,56
44,Diabetes Screening,2025-11,63
44,Diabetes Screening,2025-10,57
44,Diabetes Screening,2025-09,60
44,Diabetes Screening,2025-08,74
45,Child Vaccination,2026-01,53
45,Child Vaccination,2025-12,52
45,Child Vaccination,2025-11,68
45,Child Vaccination,2025-10,64
45,Child Vaccination,2025-09,49
45,Child Vaccination,2025-08,66
45,TB Screening,2026-01,35
45,TB Screening,2025-12,39
45,TB Screening,2025-11,42
45,TB Screening,2025-10,39
45,TB Screening,2025-09,50
45,TB Screening,2025-08,46
45,Diabetes Screening,2026-01,67
45,Diabetes Screening,2025-12,69
45,Diabetes Screening,2025-11,49
45,Diabetes Screening,2025-10,58
45,Diabetes Screening,2025-09,51
45,Diabetes Screening,2025-08,55
46,Child Vaccination,2026-01,63
46,Child Vaccination,2025-12,59
46,Child Vaccination,2025-11,59
46,Child Vaccination,2025-10,49
46,Child Vaccination,2025-09,51
46,Child Vaccination,2025-08,57
46,TB Screening,2026-01,53
46,TB Screening,2025-12,67
46,TB Screening,2025-11,54
46,TB Screening,2025-10,68
46,TB Screening,2025-09,65
46,TB Screening,2025-08,57
46,Diabetes Screening,2026-01,45
46,Diabetes Screening,2025-12,49
46,Diabetes Screening,2025-11,54
46,Diabetes Screening,2025-10,53
46,Diabetes Screening,2025-09,37
46,Diabetes Screening,2025-08,42
47,Child Vaccination,2026-01,54
47,Child Vaccination,2025-12,46
47,Child Vaccination,2025-11,45
47,Child Vaccination,2025-10,42
47,Child Vaccination,2025-09,48
47,Child Vaccination,2025-08,58
47,TB Screening,2026-01,73
47,TB Screening,2025-12,70
47,TB Screening,2025-11,61
47,TB Screening,2025-10,76
